moves,pushes,dir_pushes,rev_pushes,box_changes,corner_goals,rating,seed
121,19,14,5,10,2,0.15,1743699752110
79,19,15,9,9,1,0.2307692307692307,1743699804972
114,19,15,5,11,4,0.1592920353982301,1743699996898
83,19,13,5,5,2,0.2195121951219512,1743700004521
162,19,18,3,13,2,0.1118012422360248,1743700189834
112,18,12,0,10,1,0.1531531531531531,1743699660160
142,18,14,9,9,3,0.1205673758865248,1743700377706
83,18,13,4,8,3,0.2073170731707317,1743699869824
177,18,15,5,8,3,0.096590909090909,1743700695624
103,17,10,7,5,5,0.1568627450980392,1743700793576
68,17,10,4,7,2,0.2388059701492537,1743699549626
69,17,11,3,8,4,0.2352941176470588,1743700793058
139,17,12,9,6,2,0.1159420289855072,1743699660760
84,17,14,2,8,3,0.1927710843373494,1743700011329
81,16,13,5,10,2,0.1875,1743700045804
74,16,11,9,8,4,0.2054794520547945,1743700005874
85,16,12,3,8,2,0.1785714285714285,1743700067917
60,15,11,1,7,1,0.2372881355932203,1743700415486
83,14,10,1,7,1,0.1585365853658536,1743700003755
109,14,12,4,8,2,0.1203703703703703,1743700723799
48,13,9,2,4,3,0.2553191489361702,1743699730357
59,12,7,1,4,4,0.1896551724137931,1743699949375
95,12,10,3,5,2,0.1170212765957446,1743700741849
55,11,6,1,4,1,0.1851851851851851,1743700324709
