moves,pushes,dir_pushes,rev_pushes,box_changes,corner_goals,rating,seed
193,19,17,6,11,3.0,0.5555555555555556,1743698024668
149,26,17,8,11,3.0,0.4,1743698328906
173,32,17,8,11,5.0,0.3225806451612903,1743698456840
180,27,16,8,11,2.0,0.3846153846153846,1743698634212
155,33,21,14,11,1.0,0.3125,1743698301392
177,42,22,8,11,1.0,0.2439024390243902,1743698325769
117,28,18,12,11,1.0,0.3703703703703703,1743698069845
123,32,17,14,11,1.0,0.3225806451612903,1743698040022
130,32,17,9,11,5.0,0.3225806451612903,1743697826996
132,27,19,11,11,1.0,0.3846153846153846,1743697980518
236,34,17,10,11,3.0,0.303030303030303,1743697801771
209,26,17,5,11,2.0,0.4,1743697878413
118,23,13,6,10,3.0,0.4090909090909091,1743698458624
112,28,16,9,10,2.0,0.3333333333333333,1743697989452
194,31,20,13,10,1.0,0.3,1743698003004
159,38,19,20,10,3.0,0.2432432432432432,1743698017584
166,49,23,22,10,2.0,0.1875,1743698067882
170,36,15,15,10,3.0,0.2571428571428571,1743698026631
111,16,15,7,10,4.0,0.6,1743698295614
151,19,13,8,10,4.0,0.5,1743698025555
95,21,15,9,10,2.0,0.45,1743698629105
177,29,21,12,10,4.0,0.3214285714285714,1743698332929
104,23,17,7,10,0.0,0.4090909090909091,1743698415640
161,26,16,5,10,3.0,0.36,1743697900322
194,31,15,3,10,1.0,0.3,1743698270977
132,22,17,8,10,1.0,0.4285714285714285,1743698554864
136,23,17,8,10,2.0,0.4090909090909091,1743698672409
116,17,15,3,9,2.0,0.5,1743698399665
98,18,14,4,9,4.0,0.4705882352941176,1743698302651
93,23,16,6,9,3.0,0.3636363636363636,1743698332239
115,24,15,3,9,2.0,0.3478260869565217,1743698398292
114,28,18,9,9,3.0,0.2962962962962963,1743698271362
121,25,14,10,9,3.0,0.3333333333333333,1743698483473
146,29,16,11,9,2.0,0.2857142857142857,1743698242006
83,19,13,4,9,1.0,0.4444444444444444,1743697979679
150,28,17,13,9,2.0,0.2962962962962963,1743697883475
132,24,18,6,9,1.0,0.3478260869565217,1743697906577
118,17,15,6,9,2.0,0.5,1743697964993
112,23,16,7,9,1.0,0.3636363636363636,1743698157568
114,16,12,6,9,1.0,0.5333333333333333,1743698038148
159,24,16,9,9,1.0,0.3478260869565217,1743698074382
178,29,14,10,9,3.0,0.2857142857142857,1743697800621
128,29,15,9,8,2.0,0.25,1743698456138
106,18,13,5,8,3.0,0.4117647058823529,1743698413834
180,14,12,7,8,4.0,0.5384615384615384,1743698011583
90,21,11,8,8,2.0,0.35,1743697905634
118,20,12,5,8,3.0,0.3684210526315789,1743697879891
173,27,17,17,8,1.0,0.2692307692307692,1743697880182
93,18,11,8,8,1.0,0.4117647058823529,1743698081154
156,26,17,9,8,2.0,0.28,1743698175631
90,21,12,2,8,1.0,0.35,1743698483764
137,26,18,12,8,3.0,0.28,1743698503230
82,21,14,9,8,5.0,0.35,1743698156046
118,31,15,13,8,2.0,0.2333333333333333,1743698157286
88,18,13,4,8,3.0,0.4117647058823529,1743698574325
131,18,13,5,8,4.0,0.4117647058823529,1743698453495
141,30,17,7,8,2.0,0.2413793103448276,1743698626999
199,60,25,19,8,3.0,0.1186440677966101,1743698689793
73,14,11,4,7,0.0,0.4615384615384615,1743697816279
91,14,12,8,7,2.0,0.4615384615384615,1743697861420
109,26,16,15,7,1.0,0.24,1743698024948
100,19,12,6,7,2.0,0.3333333333333333,1743698011866
112,20,15,11,7,2.0,0.3157894736842105,1743698294955
70,18,14,6,7,3.0,0.3529411764705882,1743698301658
102,17,9,4,7,2.0,0.375,1743698495972
105,16,13,4,7,2.0,0.4,1743698476667
122,25,14,7,7,2.0,0.25,1743698572659
158,40,19,14,7,2.0,0.1538461538461538,1743698627258
83,16,11,4,7,3.0,0.4,1743698370869
107,20,14,3,7,1.0,0.3157894736842105,1743698415339
83,15,12,3,7,5.0,0.4285714285714285,1743698759657
115,23,12,7,7,4.0,0.2727272727272727,1743698690356
65,15,10,4,6,4.0,0.3571428571428571,1743697996941
94,24,13,6,6,3.0,0.217391304347826,1743698016211
68,13,9,6,6,1.0,0.4166666666666667,1743698329348
93,20,14,8,6,1.0,0.2631578947368421,1743698485789
98,16,13,2,6,4.0,0.3333333333333333,1743698671333
121,25,13,7,6,1.0,0.2083333333333333,1743698632727
118,21,12,2,5,3.0,0.2,1743697880444
70,16,11,2,5,2.0,0.2666666666666666,1743698554602
89,18,12,4,5,4.0,0.2352941176470588,1743698066272
58,11,8,6,4,3.0,0.3,1743698370592
102,16,11,1,4,4.0,0.2,1743698453960
44,10,6,2,3,1.0,0.2222222222222222,1743698295242
